% mention
@RELATION men

@ATTRIBUTE m_type {N, PR, NULL}
@ATTRIBUTE m1_type {N, PR, NULL}
@ATTRIBUTE gn {MASC, FEM, NULL}
@ATTRIBUTE gn1 {MASC, FEM, NULL}
@ATTRIBUTE num1 {SING, PLUR}
@ATTRIBUTE num {SING, PLUR}
@ATTRIBUTE en {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE en1 {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE gp {CASE=YES, CASE=NO}
@ATTRIBUTE gp1 {CASE=YES, CASE=NO}
@ATTRIBUTE id_form {YES, NO}
@ATTRIBUTE subform {YES, NO}
@ATTRIBUTE inc_rate REAL
@ATTRIBUTE dis_men REAL
@ATTRIBUTE dis_phrase REAL
@ATTRIBUTE dis_char REAL

@DATA
N,PR,NULL,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,33,19,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,33,20,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,22,21,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,22,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,33,23,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,24,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,39,25,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,22,26,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,23,27,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,11,28,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,11,29,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,30,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,22,31,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,27,32,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,10,33,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,11,34,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,15,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,17,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,16,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,21,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,17,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,20,42,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,1,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,2,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,3,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,4,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,5,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,6,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,7,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,8,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,9,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,10,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,11,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,12,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,13,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,19,14,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,36,15,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,24,16,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,23,17,0,0
N,PR,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,27,18,0,0
N,PR,NULL,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,36,19,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,36,20,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,36,21,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,30,22,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,31,23,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,45,24,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,25,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,26,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,28,27,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,19,28,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,29,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,30,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,19,31,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,34,32,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,23,33,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,19,34,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,35,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,36,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,37,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,58,38,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,39,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,31,40,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,41,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,42,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,1,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,2,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,3,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,4,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,5,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,6,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,7,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,8,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,9,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,10,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,11,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,12,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,13,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,14,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,11,15,0,0
PR,N,FEM,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,50,16,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,18,17,0,0
PR,PR,NULL,MASC,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,31,18,0,0
PR,PR,NULL,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,17,19,0,0
PR,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,27,20,0,0
PR,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,31,21,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,22,0,0
PR,N,FEM,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,14,23,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,27,24,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,18,25,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,50,26,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,30,27,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,40,30,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,50,31,0,0
PR,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,30,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,36,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,17,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,42,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,97,1,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,97,2,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,97,3,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,97,4,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,97,5,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,97,6,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,97,7,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,97,8,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,9,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,97,10,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,11,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,12,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,13,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,14,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,15,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,20,16,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,34,17,0,0
N,PR,NULL,MASC,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,22,18,0,0
N,PR,NULL,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,29,19,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,33,20,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,22,21,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,22,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,27,23,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,24,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,52,25,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,28,26,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,36,27,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,28,28,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,11,29,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,31,30,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,22,31,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,32,32,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,24,33,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,11,34,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,24,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,22,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,16,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,37,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,17,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,42,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,1,0,0
N,PR,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,2,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,3,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,4,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,5,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,6,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,7,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,8,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,9,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,10,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,11,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,12,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,13,0,0
N,PR,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,90,14,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,80,15,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,80,16,0,0
N,N,FEM,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,26,17,0,0
N,PR,NULL,FEM,NULL,NULL,?,PLUR,CASE=NO,CASE=NO,NO,NO,24,18,0,0
N,PR,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,29,19,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,35,20,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,35,21,0,0
N,N,FEM,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,29,22,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,26,23,0,0
N,N,FEM,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,38,24,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,38,25,0,0
N,PR,NULL,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,25,26,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,33,27,0,0
N,PR,NULL,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,38,28,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,38,29,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,42,30,0,0
N,PR,NULL,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,38,31,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,33,32,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,19,33,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,38,34,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,29,35,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,31,36,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,33,37,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,15,38,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,37,39,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,37,40,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,38,41,0,0
N,N,FEM,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,30,42,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,96,1,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,2,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,3,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,4,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,5,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,6,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,7,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,8,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,9,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,96,10,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,11,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,12,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,13,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,14,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,15,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,16,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,17,0,0
N,PR,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,29,18,0,0
N,PR,NULL,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,35,19,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,19,20,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,23,21,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,22,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,18,23,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,23,24,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,27,25,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,12,26,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,27,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,18,28,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,12,29,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,27,30,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,12,31,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,24,32,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,33,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,12,34,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,15,35,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,27,36,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,22,37,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,28,38,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,31,39,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,22,40,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,12,41,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,42,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,1,0,0
PR,PR,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,2,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,3,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,4,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,5,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,6,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,7,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,8,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,71,9,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,10,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,71,11,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,86,12,0,0
